Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-9113,2021-11-13,2022-03-29,First Class,CUST-6632,Rahul,Home Office,India,Delhi,MH,South,PROD-512,Technology,Phones,Item D,4635.88,5,0.28,-383.89
ORD-9114,2022-02-19,2021-07-17,Standard Class,CUST-6384,Neha,Corporate,India,Mumbai,KA,South,PROD-319,Office Supplies,Chairs,Item B,1083.03,6,0.13,17.92
ORD-9115,2021-04-05,2023-05-22,Second Class,CUST-2366,Arjun,Consumer,India,Kolkata,KA,North,PROD-911,Furniture,Storage,Item A,1569.38,7,0.36,-304.86
ORD-9116,2023-02-24,2021-07-25,Second Class,CUST-2061,Amit,Corporate,India,Bangalore,DL,West,PROD-482,Technology,Phones,Item A,3145.43,9,0.25,-207.48
ORD-9117,2023-06-11,2023-09-08,Standard Class,CUST-3307,Amit,Consumer,India,Delhi,DL,North,PROD-874,Office Supplies,Chairs,Item A,4699.91,6,0.46,-1176.72
ORD-9118,2021-01-24,2022-04-05,Second Class,CUST-1307,Priya,Corporate,India,Bangalore,DL,South,PROD-649,Technology,Binders,Item B,2838.62,5,,540.74
ORD-9119,2022-09-20,2023-04-12,First Class,CUST-1303,Amit,Consumer,India,Kolkata,MH,North,PROD-716,Technology,Storage,Item C,3677.47,7,0.46,-992.94
ORD-9120,2022-10-25,2021-09-16,Standard Class,CUST-7486,Priya,Corporate,India,Mumbai,MH,East,PROD-350,Technology,Chairs,Item B,515.29,3,0.47,-175.03
ORD-9121,2023-04-30,2022-06-15,First Class,CUST-6566,Amit,Consumer,India,Mumbai,MH,North,PROD-865,Technology,Phones,Item C,2636.99,9,0.11,296.93
ORD-9122,2021-02-19,2021-10-01,Second Class,CUST-6157,Neha,Corporate,India,Kolkata,KA,South,PROD-377,Office Supplies,Storage,Item A,780.63,5,0.44,-253.96
ORD-9123,2022-05-17,2021-01-11,Second Class,CUST-4891,Neha,Home Office,India,Delhi,DL,East,PROD-848,Technology,Storage,Item D,1340.13,9,0.3,-239.49
ORD-9124,2022-12-19,2023-02-02,Second Class,CUST-6724,Arjun,Corporate,India,Delhi,WB,South,PROD-814,Office Supplies,Chairs,Item A,873.21,3,0.15,119.35
ORD-9125,2022-05-13,2023-08-09,Second Class,CUST-7280,Neha,Home Office,India,Bangalore,MH,West,PROD-153,Furniture,Chairs,Item D,871.26,8,0.34,-125.3
ORD-9126,2021-12-01,2021-07-22,First Class,CUST-6350,Rahul,Corporate,India,Kolkata,WB,West,PROD-537,Furniture,Phones,Item D,4958.95,7,0.4,-995.69
ORD-9127,2021-03-20,2021-03-02,Standard Class,CUST-5133,Neha,Home Office,India,Kolkata,WB,East,PROD-310,Technology,Binders,Item A,1526.31,4,0.21,50.15
ORD-9128,2022-08-05,2023-06-08,First Class,CUST-1104,Priya,Consumer,India,Delhi,MH,West,PROD-617,Furniture,Storage,Item B,2849.15,6,0.31,-289.36
ORD-9129,2021-01-27,2022-01-30,Standard Class,CUST-9446,Sneha,Home Office,India,Kolkata,MH,West,PROD-300,Furniture,Phones,Item C,149.42,4,0.1,33.07
ORD-9130,2021-09-28,2022-10-16,Second Class,CUST-8571,Arjun,Consumer,India,Mumbai,MH,West,PROD-975,Office Supplies,Binders,Item D,nan,3,0.02,738.32
ORD-9131,2022-07-16,2021-05-01,Second Class,CUST-7601,Sneha,Home Office,India,Delhi,DL,West,PROD-896,Office Supplies,Chairs,Item B,3417.13,6,0.47,-915.33
ORD-9132,2023-03-15,2022-07-09,Second Class,CUST-7671,Sneha,Consumer,India,Delhi,WB,South,PROD-142,Technology,Binders,Item B,1182.45,7,0.08,142.62
ORD-9133,2021-09-04,2022-02-05,Second Class,CUST-9782,Rahul,Home Office,India,Mumbai,KA,East,PROD-806,Furniture,Chairs,Item A,228.5,8,0.26,-55.02
ORD-9134,2023-02-15,2023-04-16,First Class,CUST-9716,Rahul,Corporate,India,Kolkata,WB,East,PROD-347,Furniture,Binders,Item A,1409.18,2,0.04,229.16
ORD-9135,2022-08-14,2021-11-29,Standard Class,CUST-9561,Amit,Consumer,India,Delhi,KA,South,PROD-464,Office Supplies,Phones,Item A,3161.47,8,0.43,-716.96
ORD-9136,2022-01-22,2021-09-26,Standard Class,CUST-3963,Priya,Consumer,India,Delhi,WB,North,PROD-417,Technology,Chairs,Item A,125.25,1,0.39,-15.77
ORD-9137,2022-12-03,2022-06-06,Second Class,CUST-9855,Sneha,Home Office,India,,WB,North,PROD-880,Furniture,Storage,Item D,423.03,8,0.1,-15.61
ORD-9138,2022-07-13,2022-11-28,First Class,CUST-1689,Neha,Corporate,India,Kolkata,DL,West,PROD-594,Furniture,Phones,Item A,2076.27,8,0.41,-444.56
ORD-9139,2023-08-31,2022-04-27,Second Class,CUST-7743,Neha,Consumer,India,Delhi,KA,East,PROD-470,Technology,Phones,Item A,921.2,1,0.17,-9.38
ORD-9140,2021-12-27,2021-05-16,Standard Class,CUST-3588,Amit,Consumer,India,Kolkata,MH,East,PROD-803,Office Supplies,Binders,Item B,3177.46,1,,-725.65
ORD-9141,2023-05-16,2022-11-26,Standard Class,CUST-2535,Neha,Corporate,India,Bangalore,MH,East,PROD-658,Office Supplies,Phones,Item B,914.56,7,0.13,57.1
ORD-9142,2023-09-11,2023-07-07,First Class,CUST-3028,Rahul,Corporate,India,Mumbai,DL,North,PROD-287,Office Supplies,Binders,Item C,4968.39,6,0.24,-208.83
ORD-9143,2022-05-03,2023-07-26,Standard Class,CUST-2856,Neha,Corporate,India,Kolkata,MH,West,PROD-370,Furniture,Binders,Item B,2207.27,4,0.13,170.21
ORD-9144,2021-12-18,2021-12-23,First Class,CUST-4186,Sneha,Consumer,India,Kolkata,WB,East,PROD-872,Furniture,Chairs,Item A,784.17,2,0.33,-40.57
ORD-9145,2022-12-02,2022-08-09,Second Class,CUST-3769,Neha,Home Office,India,Mumbai,DL,North,PROD-680,Office Supplies,Phones,Item A,415.48,9,0.03,117.99
ORD-9146,2023-07-17,2022-05-15,Second Class,CUST-7085,Rahul,Home Office,India,Kolkata,KA,South,PROD-357,Office Supplies,Phones,Item C,2131.77,2,0.29,-193.86
ORD-9147,2021-09-13,2022-09-19,First Class,CUST-7486,Priya,Consumer,India,Mumbai,DL,East,PROD-725,Furniture,Storage,Item A,4055.01,4,0.37,-711.43
ORD-9148,2021-08-10,2021-04-19,Second Class,CUST-8241,Sneha,Consumer,India,Bangalore,WB,South,PROD-905,Office Supplies,Phones,Item C,2222.23,3,0.1,118.35
ORD-9149,2023-06-03,2021-10-19,First Class,CUST-3987,Priya,Consumer,India,Delhi,DL,East,PROD-341,Furniture,Storage,Item C,748.35,2,0.12,15.3
ORD-9150,2023-01-23,2023-04-07,Second Class,CUST-9135,Rahul,Consumer,India,,WB,North,PROD-193,Office Supplies,Phones,Item A,2469.11,7,0.36,-369.27
ORD-9151,2023-02-20,2022-09-23,Second Class,CUST-7090,Rahul,Corporate,India,,DL,North,PROD-793,Office Supplies,Binders,Item B,1719.98,5,0.21,40.49
ORD-9152,2021-01-01,2022-09-26,Standard Class,CUST-1780,Sneha,Consumer,India,Delhi,KA,East,PROD-607,Furniture,Storage,Item B,2534.25,9,0.31,-269.84
ORD-9153,2022-06-30,2021-05-29,Standard Class,CUST-5405,Arjun,Consumer,India,Delhi,KA,West,PROD-394,Technology,Binders,Item B,1986.13,4,0.21,-63.96
ORD-9154,2022-03-22,2021-11-25,First Class,CUST-3153,Arjun,Consumer,India,Kolkata,MH,West,PROD-579,Office Supplies,Storage,Item C,,2,0.21,-59.99
ORD-9155,2021-03-20,2022-02-21,Second Class,CUST-9747,Neha,Corporate,India,Kolkata,WB,North,PROD-864,Technology,Phones,Item B,4027.94,6,0.15,193.81
ORD-9156,2021-08-24,2021-07-31,Second Class,CUST-4296,Sneha,Corporate,India,Kolkata,MH,South,PROD-119,Technology,Storage,Item C,4437.94,1,0.29,-390.55
ORD-9157,2021-11-30,2021-10-25,Second Class,CUST-4313,Sneha,Corporate,India,Delhi,DL,South,PROD-861,Office Supplies,Binders,Item D,3719.39,2,0.3,
ORD-9158,2023-06-08,2022-02-04,Standard Class,CUST-5492,Neha,Consumer,India,Delhi,DL,East,PROD-503,Office Supplies,Binders,Item C,1807.36,7,0.38,-301.81
ORD-9159,2021-12-15,2021-04-15,First Class,CUST-7296,Arjun,Corporate,India,Delhi,DL,South,PROD-896,Technology,Phones,Item A,2269.87,7,0.25,-154.66
ORD-9160,2021-04-08,2022-09-30,First Class,CUST-3583,Neha,Consumer,India,Kolkata,DL,South,PROD-518,Technology,Binders,Item A,3226.74,5,0.28,-300.82
ORD-9161,2021-03-23,2023-01-29,First Class,CUST-4043,Priya,Consumer,India,Delhi,KA,South,PROD-515,Office Supplies,Phones,Item B,1138.15,6,0.42,-219.15
ORD-9162,2022-05-17,2022-05-25,Second Class,CUST-8569,Priya,Home Office,India,Delhi,DL,North,PROD-628,Furniture,Chairs,Item A,3523.73,4,0.02,703.11
ORD-9163,2023-08-25,2023-06-12,First Class,CUST-6979,Amit,Corporate,India,Bangalore,KA,East,PROD-983,Office Supplies,Binders,Item B,3266.46,2,0.26,-214.63
ORD-9164,2022-04-22,2023-05-20,Standard Class,CUST-2169,Arjun,Home Office,India,Mumbai,MH,East,PROD-662,Furniture,Chairs,Item D,3299.61,7,0.06,519.88
ORD-9165,2023-07-16,2021-07-30,Standard Class,CUST-4262,Priya,Home Office,India,Mumbai,KA,East,PROD-235,Technology,Chairs,Item C,1699.97,5,0.34,-218.55
ORD-9166,2022-12-05,2023-07-24,First Class,CUST-8036,Amit,Corporate,India,Delhi,KA,North,PROD-760,Technology,Storage,Item A,3027.76,9,0.45,-671.59
ORD-9167,2023-02-04,2022-03-06,Second Class,CUST-7726,Rahul,Corporate,India,Kolkata,WB,North,PROD-762,Technology,Chairs,Item B,1028.77,7,0.21,104.24
ORD-9168,2023-07-10,2022-01-30,Standard Class,CUST-5022,Sneha,Home Office,India,Bangalore,DL,North,PROD-214,Office Supplies,Storage,Item D,989.0,2,,-102.17
ORD-9169,2022-07-04,2023-04-08,Standard Class,CUST-9392,Priya,Consumer,India,Bangalore,DL,North,PROD-958,Furniture,Binders,Item A,3854.18,1,0.18,88.56
ORD-9170,2021-01-14,2023-07-07,Second Class,CUST-2890,Amit,Home Office,India,Mumbai,DL,West,PROD-873,Office Supplies,Phones,Item A,1928.82,3,0.38,-310.62
ORD-9171,2022-01-27,2021-04-21,Second Class,CUST-9203,Neha,Corporate,India,Bangalore,MH,South,PROD-605,Technology,Phones,Item D,2745.76,8,0.29,-230.82
ORD-9172,2021-12-13,2023-06-10,First Class,CUST-6171,Sneha,Consumer,India,Bangalore,DL,East,PROD-279,Office Supplies,Storage,Item C,1499.07,6,0.3,-148.39
ORD-9173,2021-11-06,2021-12-16,Standard Class,CUST-7664,Amit,Home Office,India,Bangalore,DL,North,PROD-747,Furniture,Storage,Item A,1217.48,2,0.09,115.51
ORD-9174,2022-01-21,2021-02-21,Standard Class,CUST-8307,Priya,Home Office,India,Delhi,DL,East,PROD-710,Office Supplies,Chairs,Item D,3910.34,7,0.0,705.6
ORD-9175,2021-07-28,2023-07-07,First Class,CUST-7243,Neha,Home Office,India,Mumbai,WB,West,PROD-424,Office Supplies,Storage,Item B,3981.2,8,0.31,-408.19
ORD-9176,2021-12-23,2021-04-17,First Class,CUST-4556,Neha,Corporate,India,Mumbai,KA,North,PROD-900,Furniture,Chairs,Item A,4189.61,4,0.06,
ORD-9177,2023-09-01,2022-02-26,Standard Class,CUST-8304,Amit,Home Office,India,Kolkata,WB,West,PROD-289,Furniture,Chairs,Item C,4279.5,8,0.07,498.41
ORD-9178,2022-08-24,2022-01-10,Standard Class,CUST-5966,Amit,Corporate,India,Delhi,DL,North,PROD-290,Technology,Storage,Item C,2086.33,4,0.08,338.44
ORD-9179,2022-07-22,2021-01-29,Second Class,CUST-1365,Priya,Consumer,India,Bangalore,KA,East,PROD-827,Furniture,Chairs,Item D,4054.39,3,0.2,
ORD-9180,2021-04-04,2023-08-28,Second Class,CUST-9051,Neha,Consumer,India,,WB,South,PROD-771,Technology,Binders,Item C,1762.38,8,0.12,123.93
ORD-9181,2021-04-03,2023-03-13,Standard Class,CUST-1656,Arjun,Home Office,India,Bangalore,DL,West,PROD-922,Office Supplies,Binders,Item B,309.96,2,0.48,-24.18
ORD-9182,2021-12-06,2023-02-10,Standard Class,CUST-9352,Amit,Corporate,India,Bangalore,DL,South,PROD-388,Technology,Storage,Item D,3462.22,4,0.34,-492.85
ORD-9183,2022-08-20,2021-10-02,Second Class,CUST-9366,Arjun,Home Office,India,Kolkata,WB,West,PROD-265,Office Supplies,Chairs,Item D,1034.85,7,0.1,88.18
ORD-9184,2022-03-21,2022-10-13,First Class,CUST-4470,Arjun,Consumer,India,Kolkata,KA,North,PROD-357,Furniture,Storage,Item C,2284.79,1,0.4,-449.87
ORD-9185,2023-01-27,2021-12-08,First Class,CUST-5060,Neha,Corporate,India,Kolkata,KA,South,PROD-335,Technology,Binders,Item C,861.15,2,0.14,42.36
ORD-9186,2021-01-22,2021-10-30,Standard Class,CUST-6599,Priya,Consumer,India,Bangalore,WB,East,PROD-820,Technology,Chairs,Item D,1988.1,5,0.4,-473.36
ORD-9187,2021-10-18,2022-04-27,Standard Class,CUST-1544,Arjun,Consumer,India,Bangalore,DL,East,PROD-493,Technology,Storage,Item B,4430.09,9,0.23,-127.1
ORD-9188,2022-04-30,2023-04-16,Second Class,CUST-7426,Priya,Corporate,India,,KA,South,PROD-840,Furniture,Phones,Item B,3085.1,1,0.24,-100.61
ORD-9189,2023-02-23,2022-06-30,Standard Class,CUST-2761,Amit,Corporate,India,Mumbai,WB,East,PROD-584,Office Supplies,Chairs,Item B,783.29,3,0.19,0.99
ORD-9190,2021-11-02,2022-07-13,First Class,CUST-1956,Neha,Corporate,India,Bangalore,WB,East,PROD-677,Technology,Binders,Item B,3641.23,6,0.12,264.91
ORD-9191,2022-09-26,2021-09-24,Second Class,CUST-9643,Rahul,Home Office,India,Delhi,WB,North,PROD-559,Office Supplies,Phones,Item B,4246.83,7,0.34,-593.89
ORD-9192,2021-05-08,2022-06-28,Second Class,CUST-9176,Neha,Home Office,India,Delhi,KA,South,PROD-584,Office Supplies,Binders,Item D,873.64,6,0.25,1.73
ORD-9193,2022-09-17,2022-08-21,First Class,CUST-8791,Rahul,Corporate,India,Bangalore,MH,South,PROD-833,Office Supplies,Binders,Item D,3733.28,7,0.0,756.92
ORD-9194,2023-07-28,2021-06-17,First Class,CUST-9273,Sneha,Corporate,India,Bangalore,MH,West,PROD-114,Technology,Storage,Item A,2768.17,8,0.16,68.74
ORD-9195,2021-09-30,2021-11-14,Second Class,CUST-2236,Amit,Home Office,India,Kolkata,MH,North,PROD-570,Office Supplies,Binders,Item C,3041.11,6,0.38,-490.59
ORD-9196,2023-04-28,2021-01-03,Standard Class,CUST-5911,Priya,Corporate,India,Kolkata,MH,East,PROD-983,Technology,Phones,Item B,4698.17,1,0.15,274.8
ORD-9197,2022-03-18,2023-02-02,First Class,CUST-7277,Amit,Consumer,India,Kolkata,MH,West,PROD-928,Office Supplies,Storage,Item C,230.98,4,0.34,30.35
ORD-9198,2022-05-18,2021-09-20,Second Class,CUST-1446,Neha,Corporate,India,Delhi,DL,South,PROD-770,Office Supplies,Storage,Item D,3212.01,1,0.1,269.96
ORD-9199,2021-05-10,2021-03-06,Standard Class,CUST-3165,Rahul,Home Office,India,Kolkata,WB,West,PROD-344,Technology,Chairs,Item A,453.39,5,0.38,-70.29
ORD-9200,2021-05-12,2022-04-30,Standard Class,CUST-2619,Sneha,Corporate,India,Bangalore,MH,South,PROD-350,Technology,Phones,Item D,3958.45,8,0.21,-139.76
ORD-9201,2022-08-20,2022-11-09,Second Class,CUST-2793,Rahul,Corporate,India,Kolkata,KA,East,PROD-265,Furniture,Phones,Item A,4485.86,2,0.0,971.19
ORD-9202,2023-07-24,2021-11-19,First Class,CUST-7005,Neha,Consumer,India,Bangalore,WB,North,PROD-768,Furniture,Binders,Item D,478.32,5,0.32,-101.32
ORD-9203,2022-04-27,2023-04-28,Standard Class,CUST-1645,Neha,Corporate,India,Bangalore,KA,North,PROD-603,Furniture,Storage,Item B,177.91,6,0.29,-35.8
ORD-9204,2023-05-12,2021-07-22,First Class,CUST-1378,Amit,Home Office,India,Mumbai,KA,East,PROD-305,Office Supplies,Phones,Item C,4780.56,3,0.29,-403.66
ORD-9205,2022-01-25,2021-08-12,Second Class,CUST-3655,Arjun,Home Office,India,Mumbai,KA,West,PROD-220,Furniture,Phones,Item C,4636.31,2,0.48,
ORD-9206,2022-08-16,2021-06-03,First Class,CUST-8109,Rahul,Consumer,India,Kolkata,DL,West,PROD-782,Furniture,Binders,Item A,4622.55,4,0.19,9.67
ORD-9207,2023-09-26,2022-10-08,Standard Class,CUST-4584,Neha,Consumer,India,Bangalore,KA,North,PROD-733,Furniture,Chairs,Item A,4701.44,8,0.45,-1190.5
ORD-9208,2023-09-12,2022-09-20,Second Class,CUST-2140,Amit,Home Office,India,Mumbai,WB,West,PROD-587,Office Supplies,Phones,Item D,2525.48,2,0.0,487.04
ORD-9209,2021-11-21,2022-04-09,Standard Class,CUST-4735,Arjun,Corporate,India,Delhi,WB,East,PROD-378,Furniture,Binders,Item A,4885.65,3,0.48,-1325.75
ORD-9210,2021-03-10,2021-08-07,Standard Class,CUST-1661,Priya,Home Office,India,Mumbai,DL,South,PROD-636,Technology,Chairs,Item B,,2,0.28,-319.22
ORD-9211,2022-10-22,2021-07-17,Second Class,CUST-6436,Neha,Consumer,India,Kolkata,DL,West,PROD-585,Office Supplies,Chairs,Item D,533.43,1,0.25,51.24
ORD-9212,2022-03-24,2023-03-06,Second Class,CUST-9203,Arjun,Home Office,India,Delhi,WB,North,PROD-767,Office Supplies,Chairs,Item B,4072.91,1,0.45,-906.85
ORD-9213,2022-06-12,2021-07-23,First Class,CUST-6209,Priya,Consumer,India,Delhi,WB,North,PROD-710,Technology,Chairs,Item A,3576.6,3,0.32,
ORD-9214,2023-03-30,2023-09-24,Second Class,CUST-1387,Sneha,Home Office,India,Bangalore,KA,East,PROD-961,Furniture,Phones,Item C,713.79,1,0.26,32.6
ORD-9215,2022-09-09,2022-10-11,First Class,CUST-4023,Priya,Corporate,India,Bangalore,KA,North,PROD-607,Furniture,Phones,Item B,3702.72,8,0.19,34.01
ORD-9216,2021-06-14,2021-08-24,Second Class,CUST-5735,Amit,Corporate,India,Bangalore,DL,East,PROD-318,Technology,Binders,Item D,2450.37,1,0.33,-374.17
ORD-9217,2022-05-03,2021-05-23,Standard Class,CUST-9291,Rahul,Consumer,India,Bangalore,MH,West,PROD-299,Furniture,Phones,Item C,4276.43,3,0.03,658.45
ORD-9218,2022-12-14,2022-12-11,First Class,CUST-7471,Neha,Corporate,India,Mumbai,KA,West,PROD-979,Furniture,Phones,Item A,4103.04,9,0.12,256.89
ORD-9219,2022-12-10,2022-05-15,Second Class,CUST-3771,Arjun,Consumer,India,Kolkata,KA,West,PROD-182,Furniture,Phones,Item B,4714.54,3,0.05,679.14
ORD-9220,2022-03-02,2022-07-11,First Class,CUST-5169,Sneha,Corporate,India,Kolkata,MH,East,PROD-996,Office Supplies,Chairs,Item A,422.63,9,0.25,-27.87
ORD-9221,2022-11-28,2021-02-28,First Class,CUST-8263,Sneha,Home Office,India,Bangalore,KA,North,PROD-976,Technology,Phones,Item B,3565.71,1,0.05,438.85
ORD-9222,2023-04-14,2023-07-23,First Class,CUST-7235,Priya,Corporate,India,Mumbai,MH,East,PROD-975,Furniture,Storage,Item C,1916.51,6,0.41,-347.6
ORD-9223,2021-09-22,2022-05-21,Standard Class,CUST-5019,Sneha,Home Office,India,Mumbai,MH,West,PROD-375,Technology,Binders,Item D,3891.17,7,0.15,165.27
ORD-9224,2023-05-25,2021-05-24,Second Class,CUST-5270,Rahul,Consumer,India,Mumbai,WB,West,PROD-321,Office Supplies,Phones,Item A,3032.68,4,0.31,-396.74
ORD-9225,2022-09-04,2022-12-25,Second Class,CUST-6856,Priya,Corporate,India,Kolkata,MH,West,PROD-640,Furniture,Storage,Item C,2503.12,4,0.17,80.39
ORD-9226,2021-12-08,2022-08-09,First Class,CUST-1034,Neha,Corporate,India,Bangalore,MH,West,PROD-747,Technology,Storage,Item C,,9,0.35,55.72
ORD-9227,2023-04-12,2023-01-08,Second Class,CUST-8618,Neha,Home Office,India,,DL,West,PROD-161,Office Supplies,Chairs,Item D,3055.49,4,0.18,82.47
ORD-9228,2022-12-27,2022-06-25,Standard Class,CUST-4380,Sneha,Consumer,India,Mumbai,DL,East,PROD-497,Office Supplies,Binders,Item D,2130.88,7,0.19,-69.32
ORD-9229,2021-10-05,2022-10-04,First Class,CUST-6476,Amit,Corporate,India,,DL,West,PROD-265,Technology,Chairs,Item C,1696.01,6,0.24,-125.97
ORD-9230,2022-11-05,2021-04-18,Standard Class,CUST-8543,Neha,Consumer,India,Mumbai,KA,East,PROD-230,Furniture,Storage,Item B,4944.41,4,0.16,205.31
ORD-9231,2022-03-15,2021-06-16,Standard Class,CUST-4176,Neha,Consumer,India,Kolkata,DL,East,PROD-870,Furniture,Phones,Item C,,8,0.09,443.81
ORD-9232,2021-06-06,2021-08-05,Second Class,CUST-9367,Neha,Corporate,India,Delhi,WB,West,PROD-410,Technology,Storage,Item C,2722.43,9,0.22,-21.65
ORD-9233,2022-02-26,2021-03-14,Second Class,CUST-3153,Rahul,Home Office,India,Kolkata,WB,West,PROD-305,Office Supplies,Binders,Item B,4350.18,5,0.33,-675.33
ORD-9234,2021-09-08,2022-12-19,First Class,CUST-5687,Arjun,Consumer,India,Bangalore,WB,South,PROD-504,Technology,Storage,Item A,1174.14,8,0.16,99.05
ORD-9235,2023-05-28,2022-10-29,Standard Class,CUST-2586,Arjun,Consumer,India,Bangalore,KA,West,PROD-262,Technology,Storage,Item C,3118.54,4,0.4,-594.75
ORD-9236,2022-09-01,2022-08-04,Second Class,CUST-9056,Sneha,Corporate,India,Kolkata,MH,East,PROD-399,Office Supplies,Chairs,Item B,4311.58,9,0.41,-797.61
ORD-9237,2022-06-14,2021-04-02,First Class,CUST-6422,Neha,Consumer,India,Delhi,MH,North,PROD-271,Technology,Storage,Item A,661.75,7,0.1,55.45
ORD-9238,2021-11-23,2023-02-13,First Class,CUST-4658,Arjun,Corporate,India,Bangalore,WB,East,PROD-980,Office Supplies,Chairs,Item B,1218.64,8,0.13,49.69
ORD-9239,2023-08-19,2023-05-26,Second Class,CUST-1952,Sneha,Consumer,India,Bangalore,MH,West,PROD-268,Office Supplies,Chairs,Item B,459.03,1,0.0,128.24
ORD-9240,2023-06-14,2021-08-18,Standard Class,CUST-7270,Neha,Home Office,India,Kolkata,MH,East,PROD-254,Technology,Phones,Item B,4962.59,6,0.18,77.16
ORD-9241,2021-04-07,2021-03-22,First Class,CUST-6365,Arjun,Home Office,India,Delhi,MH,North,PROD-191,Technology,Storage,Item A,2925.52,1,0.46,-809.11
ORD-9242,2022-05-28,2022-09-02,Second Class,CUST-3871,Arjun,Home Office,India,Delhi,KA,North,PROD-255,Technology,Phones,Item A,2472.95,7,0.39,-394.4
ORD-9243,2021-08-04,2021-12-17,First Class,CUST-3978,Sneha,Home Office,India,Delhi,MH,North,PROD-104,Furniture,Binders,Item C,1725.25,4,0.48,-433.26
ORD-9244,2021-05-12,2023-04-24,Second Class,CUST-3970,Priya,Corporate,India,Bangalore,MH,East,PROD-782,Office Supplies,Chairs,Item C,2274.78,7,0.11,140.74
ORD-9245,2021-09-17,2023-09-10,First Class,CUST-5908,Sneha,Corporate,India,Delhi,KA,North,PROD-290,Office Supplies,Chairs,Item C,3890.49,1,0.29,-372.05
ORD-9246,2021-05-05,2023-06-15,Standard Class,CUST-2959,Rahul,Corporate,India,Kolkata,DL,North,PROD-650,Office Supplies,Binders,Item C,4587.75,3,0.18,128.23
ORD-9247,2021-03-23,2021-09-05,First Class,CUST-6182,Priya,Corporate,India,Bangalore,WB,East,PROD-109,Office Supplies,Chairs,Item C,569.48,3,,-78.02
ORD-9248,2021-10-10,2021-10-01,Second Class,CUST-1805,Priya,Corporate,India,Delhi,KA,West,PROD-674,Office Supplies,Phones,Item A,1533.17,9,0.37,-327.19
ORD-9249,2022-11-14,2022-02-09,Second Class,CUST-4100,Arjun,Home Office,India,,KA,North,PROD-876,Furniture,Phones,Item D,986.18,6,0.05,226.47
ORD-9250,2021-02-28,2022-11-02,Second Class,CUST-2575,Amit,Consumer,India,Delhi,WB,South,PROD-183,Office Supplies,Binders,Item B,2205.65,7,0.04,380.42
ORD-9251,2022-06-28,2021-04-28,Standard Class,CUST-9791,Amit,Consumer,India,Delhi,MH,South,PROD-576,Furniture,Storage,Item C,2675.9,8,0.05,463.7
ORD-9252,2021-10-06,2022-03-13,Second Class,CUST-3615,Rahul,Home Office,India,Bangalore,MH,East,PROD-978,Technology,Chairs,Item B,3620.34,5,0.14,222.89
ORD-9253,2021-10-11,2022-06-16,Second Class,CUST-9803,Neha,Home Office,India,Kolkata,KA,North,PROD-128,Technology,Storage,Item B,4384.51,4,0.37,-731.34
ORD-9254,2021-04-16,2022-03-20,Standard Class,CUST-6626,Arjun,Corporate,India,Mumbai,DL,East,PROD-511,Furniture,Phones,Item C,2733.54,3,0.32,-353.36
ORD-9255,2021-04-15,2021-06-23,Second Class,CUST-9752,Rahul,Corporate,India,Bangalore,WB,West,PROD-494,Office Supplies,Phones,Item B,2469.4,6,0.15,90.59
ORD-9256,2022-03-15,2021-01-18,Second Class,CUST-1626,Priya,Consumer,India,Delhi,DL,East,PROD-312,Office Supplies,Chairs,Item B,2899.98,7,0.43,-604.02
ORD-9257,2021-08-16,2023-08-21,Standard Class,CUST-7884,Arjun,Consumer,India,Bangalore,KA,East,PROD-966,Office Supplies,Binders,Item D,4447.63,2,0.36,-699.45
ORD-9258,2022-12-01,2023-01-24,First Class,CUST-3811,Priya,Corporate,India,Bangalore,DL,South,PROD-570,Office Supplies,Phones,Item B,3260.3,2,0.49,-978.41
ORD-9259,2022-08-05,2023-06-19,Second Class,CUST-2610,Rahul,Corporate,India,Mumbai,KA,North,PROD-320,Office Supplies,Storage,Item B,,2,0.34,-516.38
ORD-9260,2021-11-14,2021-02-27,First Class,CUST-9866,Amit,Home Office,India,Delhi,WB,East,PROD-882,Furniture,Phones,Item D,3611.49,8,0.36,-662.79
ORD-9261,2022-04-09,2022-08-16,Standard Class,CUST-1048,Rahul,Corporate,India,Bangalore,DL,South,PROD-820,Furniture,Chairs,Item B,,1,0.41,-1017.2
ORD-9262,2023-03-13,2021-04-15,Second Class,CUST-2386,Sneha,Home Office,India,Kolkata,DL,West,PROD-251,Furniture,Binders,Item B,4093.84,3,0.46,-1055.34
ORD-9263,2022-08-22,2021-10-13,Second Class,CUST-2902,Arjun,Corporate,India,Mumbai,WB,East,PROD-134,Technology,Phones,Item B,1738.96,7,0.14,189.73
ORD-9264,2023-06-01,2022-12-08,Standard Class,CUST-5722,Arjun,Consumer,India,Bangalore,WB,East,PROD-160,Technology,Chairs,Item B,4279.12,1,0.32,-533.34
ORD-9265,2023-05-24,2022-06-03,Second Class,CUST-5372,Neha,Home Office,India,Mumbai,KA,East,PROD-375,Furniture,Phones,Item B,2363.86,2,0.21,
ORD-9266,2022-04-17,2022-09-12,First Class,CUST-4842,Amit,Consumer,India,Bangalore,KA,West,PROD-925,Furniture,Phones,Item B,4243.75,5,0.11,418.53
ORD-9267,2021-02-25,2021-10-07,First Class,CUST-8069,Arjun,Home Office,India,Bangalore,KA,South,PROD-711,Technology,Storage,Item A,4533.44,4,0.1,508.16
